PCD0138,,4037894171,5,\\ddb\r$,CDFS,PHOTO_CD\IMAGES,1,0,0,"1996-09-30T21:38:57","2002-10-12T00:29:25",3368960,2147483648,512,768,0,0,0,24,0,68,100,518,336,IMG0002.PCD,m000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,b00000000000000000000000000000000,,0,";",lose
home,,3643411828,4,\\fsfs\ddb,NTFS,Documents\Photos\Other People,1,0,260,"2007-11-28T02:36:22.000","2012-10-03T17:25:13.378",0,2147483648,400,400,0,0,3,24,0,172,200,518,4298,Bob Rosen,m1fff407f671f77ff67ff677f677f477f037f033f071f073f073f877fcf7fefffd756acacacacacd7560056d72bacacd72b242bd70081acd755552bd72bacd7d77a562bd756acd7d780802bd756d7d7d78080568181a5d7d7564f5681acd6d7d7,b1fff407f671f77ff67ff677f677f477f,,0,";",
home,,3643411828,4,\\fsfs\ddb,NTFS,Documents\Photos\Other People,1,0,260,"2011-03-05T18:39:06.989","2012-10-03T17:25:13.543",0,2147483648,400,400,0,0,3,24,0,172,200,518,3603,Breidbart, Seth,m1fffc07fe61ff7fff7ff777f677f677f077f077f077f077f077f877fcfffefffd756acacacacacd7560056d756d7acd74f242bd756d7acd756552bd756d7acd780802bd756d7acd780804fd781d7acd7808056818181d7d7562b5681acd7d7d7,b1fffc07fe61ff7fff7ff777f677f677f,,0,";",
home,,3643411828,4,\\fsfs\ddb,NTFS,Documents\Photos\Other People,1,0,260,"2007-11-28T02:36:23.000","2012-10-03T17:25:13.679",0,2147483648,400,400,0,0,3,24,0,172,200,518,3603,briarpatch@smugmug,m1fffc07fe61ff7fff7ff777f677f677f077f077f077f077f077f877fcfffefffd756acacacacacd7560056d756d7acd74f242bd756d7acd756552bd756d7acd780802bd756d7acd780804fd781d7acd7808056818181d7d7562b5681acd7d7d7,b1fffc07fe61ff7fff7ff777f677f677f,,0,";",
