"Volume.label","Volume.serialno","Volume.vtype","Volume.netname","Volume.filesystem","Path.name",,"Thumbnail.checksum","Thumbnail.width","Thumbnail.height","Thumbnail.horiz_res","Thumbnail.vert_res","Thumbnail.colortype","Thumbnail.colordepth","Thumbnail.gamma","Thumbnail.thumbnail_width","Thumbnail.thumbnail_height","Thumbnail.thumbnail_type","Thumbnail.thumbnail_size","Thumbnail.name","Thumbnail.metric1","Keywords.pkeywords",
PCD0138,,4037894171,5,\\ddb\r$,CDFS,PHOTO_CD\IMAGES,1,0,0,"1996-09-30T21:38:57","2002-10-12T00:29:25",3368960,2147483648,512,768,0,0,0,24,0,68,100,518,336,IMG0002.PCD,m000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,b00000000000000000000000000000000,,0,";",lose
